Date,Open,High,Low,Close
2025-11-12,83.49,87.95,81.73,86.2
2025-11-13,86.36,88.06,84.79,86.49
2025-11-14,87.35,89.97,85.27,87.89
2025-11-17,88.58,92.1,83.81,87.34
2025-11-18,87.47,89.05,84.8,86.37
2025-11-19,86.59,90.18,85.71,89.3
2025-11-20,90.33,94.24,88.47,92.39
2025-11-21,92.89,93.89,92.09,93.09
2025-11-24,93.5,94.26,88.11,88.87
2025-11-25,88.03,89.56,84.19,85.72
2025-11-26,85.86,87.43,80.88,82.45
2025-11-27,82.77,87.16,81.52,85.91
2025-11-28,85.98,90.13,83.36,87.51
2025-12-01,86.74,90.22,84.23,87.71
2025-12-02,86.35,88.73,84.85,87.23
2025-12-03,87.71,88.38,84.2,84.87
2025-12-04,85.36,89.83,83.06,87.54
2025-12-05,87.66,87.72,84.18,84.23
2025-12-08,83.6,83.81,81.44,81.65
2025-12-09,81.34,86.21,79.48,84.35
2025-12-10,84.32,86.56,84.23,86.46
2025-12-11,87.06,87.15,86.26,86.35
2025-12-12,86.46,89.97,78.95,82.46
2025-12-15,81.91,82.83,77.84,78.76
2025-12-16,78.44,81.57,78.31,81.44
2025-12-17,80.64,84.46,78.92,82.74
2025-12-18,84.1,88.18,83.58,87.66
2025-12-19,87.16,88.82,84.65,86.31
2025-12-22,87.45,89.75,83.95,86.24
2025-12-23,86.5,86.68,83.27,83.44
2025-12-24,84.84,89.2,84.63,88.99
2025-12-25,88.22,90.13,81.83,83.74
2025-12-26,84.35,88.39,81.86,85.91
2025-12-29,85.3,93.36,83.45,91.51
2025-12-30,90.88,92.25,87.13,88.5
2025-12-31,88.01,89.44,82.62,84.06
2026-01-01,83.16,84.21,80.07,81.13
2026-01-02,80.55,82.55,75.09,77.09
2026-01-05,76.96,78.59,76.67,78.3
2026-01-06,79.48,82.89,74.8,78.21
2026-01-07,77.96,80.48,73.25,75.77
2026-01-08,74.81,77.12,72.83,75.15
2026-01-09,75.6,81.05,74.28,79.73
2026-01-12,80.74,82.39,77.53,79.17
2026-01-13,77.46,79.15,76.5,78.19
2026-01-14,78.54,88.45,74.41,84.32
2026-01-15,83.32,84.29,80.77,81.73
2026-01-16,80.45,82.51,78.44,80.5
2026-01-19,80.98,88.26,78.0,85.27
2026-01-20,86.4,87.08,84.89,85.57
2026-01-21,87.0,87.04,79.77,79.8
2026-01-22,79.86,81.26,75.98,77.38
2026-01-23,77.17,78.44,69.94,71.21
2026-01-26,71.37,71.4,69.58,69.6
2026-01-27,70.02,72.14,68.42,70.55
2026-01-28,71.16,72.15,65.4,66.39
2026-01-29,67.25,70.74,66.93,70.42
2026-01-30,70.75,74.32,70.36,73.94
2026-02-02,74.4,78.68,72.01,76.29
2026-02-03,76.53,77.24,73.58,74.29
2026-02-04,73.89,75.08,73.25,74.45
2026-02-05,74.83,76.2,74.73,76.1
2026-02-06,77.19,81.62,74.56,78.98
2026-02-09,79.61,83.42,79.17,82.97
2026-02-10,81.53,81.72,76.35,76.55
2026-02-11,77.7,79.22,73.07,74.6
2026-02-12,74.14,74.5,71.1,71.47
2026-02-13,73.03,74.05,69.6,70.63
2026-02-16,72.07,73.22,70.11,71.25
2026-02-17,71.79,77.98,71.59,77.78
2026-02-18,79.18,81.4,75.35,77.58
2026-02-19,77.12,81.3,76.17,80.35
2026-02-20,80.31,82.35,78.73,80.77
2026-02-23,80.36,81.01,80.09,80.73
2026-02-24,81.08,87.64,79.77,86.33
2026-02-25,86.46,87.17,82.13,82.85
2026-02-26,83.1,86.13,82.04,85.07
2026-02-27,85.24,94.33,83.01,92.1
2026-03-02,93.4,107.33,91.02,104.95
2026-03-03,105.04,108.15,99.92,103.03
2026-03-04,102.71,103.5,98.76,99.56
2026-03-05,99.72,100.03,94.71,95.03
2026-03-06,95.48,96.81,92.32,93.65
2026-03-09,94.06,96.16,91.64,93.74
2026-03-10,92.92,94.99,91.8,93.88
2026-03-11,93.49,99.74,91.8,98.06
2026-03-12,97.81,98.96,95.83,96.98
2026-03-13,96.19,99.89,94.54,98.24
2026-03-16,96.84,97.58,91.6,92.34
2026-03-17,91.82,92.34,89.59,90.12
2026-03-18,88.0,90.77,86.87,89.65
2026-03-19,89.37,89.49,81.89,82.01
2026-03-20,81.03,85.15,78.3,82.43
2026-03-23,82.14,86.36,81.06,85.28
2026-03-24,85.12,85.81,84.88,85.58
2026-03-25,86.99,87.51,85.82,86.33
2026-03-26,87.83,88.13,86.07,86.36
2026-03-27,88.06,89.08,81.57,82.59
2026-03-30,82.62,85.49,79.9,82.78
2026-03-31,82.38,82.43,81.03,81.08
2026-04-01,81.66,83.8,79.27,81.41
2026-04-02,80.62,82.8,79.5,81.67
2026-04-03,81.57,83.48,80.18,82.09
2026-04-06,81.49,82.61,77.01,78.13
2026-04-07,78.06,80.26,75.79,77.99
2026-04-08,78.49,87.24,74.63,83.38
2026-04-09,82.54,87.06,81.93,86.45
2026-04-10,86.61,87.57,84.77,85.73
2026-04-13,85.83,87.61,81.65,83.43
2026-04-14,83.55,88.1,82.1,86.65
2026-04-15,86.98,88.82,84.83,86.67
2026-04-16,86.32,88.92,78.44,81.05
2026-04-17,80.94,82.01,78.62,79.7
2026-04-20,79.39,86.44,77.91,84.96
2026-04-21,83.73,85.11,78.31,79.68
2026-04-22,80.7,81.9,78.66,79.86
2026-04-23,80.31,82.92,74.97,77.58
2026-04-24,78.0,78.46,76.89,77.35
2026-04-27,76.85,78.39,74.56,76.1
2026-04-28,74.87,76.59,71.84,73.56
2026-04-29,73.69,74.44,65.9,66.65
2026-04-30,66.07,66.64,65.47,66.05
2026-05-01,67.08,69.22,63.91,66.06
2026-05-04,67.06,67.57,65.13,65.65
2026-05-05,65.3,66.75,61.52,62.97
2026-05-06,63.69,64.1,61.03,61.44
2026-05-07,61.8,66.84,61.71,66.75
2026-05-08,66.67,67.09,63.45,63.87
2026-05-11,62.95,63.83,62.11,62.99
2026-05-12,63.31,63.62,59.68,59.99
2026-05-13,60.44,63.18,56.66,59.39
2026-05-14,59.86,61.51,58.22,59.87
2026-05-15,59.58,63.22,58.98,62.61
2026-05-18,62.63,63.08,62.62,63.07
2026-05-19,63.1,63.59,62.5,63.0
2026-05-20,63.02,65.35,61.46,63.79
2026-05-21,63.45,65.32,63.24,65.11
2026-05-22,65.75,65.81,64.89,64.95
2026-05-25,65.3,65.34,64.79,64.83
2026-05-26,64.62,70.0,62.48,67.86
2026-05-27,68.14,68.8,65.31,65.97
2026-05-28,66.58,69.05,63.23,65.7
2026-05-29,65.93,66.33,62.97,63.38
2026-06-01,63.58,64.02,61.65,62.08
2026-06-02,62.54,66.61,61.55,65.62
2026-06-03,65.2,65.81,63.21,63.82
2026-06-04,64.24,65.96,63.28,65.0
2026-06-05,64.64,70.57,64.42,70.35
2026-06-08,70.51,74.0,68.2,71.69
