Date,Open,High,Low,Close
2025-11-12,666.94,694.73,660.21,688.0
2025-11-13,691.79,699.14,678.23,685.58
2025-11-14,688.27,699.47,683.84,695.04
2025-11-17,687.48,697.9,681.19,691.61
2025-11-18,688.26,691.55,674.82,678.12
2025-11-19,677.67,684.99,665.85,673.17
2025-11-20,670.79,678.06,659.24,666.52
2025-11-21,667.78,671.21,650.84,654.26
2025-11-24,655.27,660.49,650.68,655.9
2025-11-25,658.03,675.29,656.06,673.33
2025-11-26,676.97,686.22,666.68,675.93
2025-11-27,674.41,692.53,669.55,687.67
2025-11-28,692.33,707.96,686.82,702.45
2025-12-01,698.58,705.77,674.83,682.03
2025-12-02,679.18,710.3,672.29,703.41
2025-12-03,700.38,704.8,685.21,689.64
2025-12-04,687.23,713.13,684.64,710.54
2025-12-05,712.36,722.79,703.24,713.66
2025-12-08,718.33,724.32,715.22,721.2
2025-12-09,717.06,750.97,713.61,747.51
2025-12-10,749.68,762.33,748.17,760.82
2025-12-11,764.44,765.7,741.37,742.64
2025-12-12,743.52,745.98,720.22,722.68
2025-12-15,717.08,720.21,706.81,709.94
2025-12-16,711.26,723.92,709.4,722.06
2025-12-17,724.69,732.67,718.48,726.45
2025-12-18,721.51,747.88,711.24,737.61
2025-12-19,736.31,750.55,729.13,743.38
2025-12-22,746.59,763.26,741.82,758.49
2025-12-23,759.66,760.56,746.04,746.93
2025-12-24,750.43,754.41,722.31,726.29
2025-12-25,730.11,732.2,717.18,719.27
2025-12-26,715.94,738.96,706.1,729.12
2025-12-29,725.92,727.64,716.46,718.18
2025-12-30,720.91,722.09,691.56,692.75
2025-12-31,692.04,692.89,686.53,687.37
2026-01-01,689.86,698.23,687.0,695.36
2026-01-02,697.06,706.08,691.45,700.47
2026-01-05,698.39,704.21,691.41,697.24
2026-01-06,699.92,700.06,692.01,692.15
2026-01-07,693.46,694.82,668.67,670.02
2026-01-08,668.45,672.51,666.01,670.07
2026-01-09,668.78,693.11,666.26,690.59
2026-01-12,689.07,694.25,680.22,685.4
2026-01-13,686.18,705.67,683.88,703.37
2026-01-14,705.94,708.11,687.69,689.87
2026-01-15,691.24,694.68,681.94,685.38
2026-01-16,684.81,686.52,678.4,680.1
2026-01-19,676.32,686.72,669.26,679.65
2026-01-20,679.77,681.63,658.55,660.41
2026-01-21,659.99,673.25,659.2,672.47
2026-01-22,670.55,670.83,668.24,668.52
2026-01-23,666.0,669.66,641.9,645.56
2026-01-26,649.3,652.62,648.13,651.45
2026-01-27,655.07,662.57,644.67,652.17
2026-01-28,648.37,653.59,633.27,638.48
2026-01-29,640.67,648.26,629.0,636.59
2026-01-30,637.3,650.13,631.26,644.09
2026-02-02,648.34,651.68,647.24,650.58
2026-02-03,648.2,656.15,645.62,653.57
2026-02-04,655.76,661.1,641.0,646.34
2026-02-05,644.6,651.18,642.36,648.94
2026-02-06,648.01,663.92,646.1,662.01
2026-02-09,662.18,690.69,656.51,685.01
2026-02-10,687.15,695.12,683.95,691.91
2026-02-11,691.85,702.37,690.53,701.05
2026-02-12,696.4,719.64,688.91,712.15
2026-02-13,714.02,718.28,705.41,709.67
2026-02-16,709.2,713.81,686.16,690.78
2026-02-17,689.7,698.83,675.82,684.95
2026-02-18,679.91,687.89,675.0,682.98
2026-02-19,681.38,691.42,675.26,685.3
2026-02-20,687.94,693.03,679.7,684.79
2026-02-23,687.68,695.08,668.61,676.0
2026-02-24,676.79,680.1,665.52,668.84
2026-02-25,666.08,667.13,663.52,664.57
2026-02-26,666.13,666.76,652.73,653.35
2026-02-27,650.74,653.62,639.56,642.44
2026-03-02,643.99,652.18,614.48,622.66
2026-03-03,620.95,621.65,615.54,616.24
2026-03-04,612.17,622.66,603.6,614.09
2026-03-05,614.74,624.77,594.43,604.46
2026-03-06,604.55,609.82,593.13,598.4
2026-03-09,598.49,599.67,594.39,595.57
2026-03-10,593.11,598.4,576.42,581.71
2026-03-11,578.96,579.92,571.14,572.1
2026-03-12,574.22,574.42,560.03,560.22
2026-03-13,559.75,562.22,558.06,560.53
2026-03-16,563.75,567.14,543.73,547.12
2026-03-17,550.27,555.11,538.94,543.78
2026-03-18,541.15,544.83,519.64,523.33
2026-03-19,522.24,537.3,519.38,534.44
2026-03-20,528.05,548.06,515.74,535.76
2026-03-23,535.22,540.86,520.24,525.88
2026-03-24,524.15,533.48,513.14,522.47
2026-03-25,522.55,538.27,519.72,535.43
2026-03-26,534.32,536.9,531.03,533.61
2026-03-27,532.1,535.78,515.22,518.89
2026-03-30,516.86,523.3,509.9,516.34
2026-03-31,514.41,518.45,506.28,510.32
2026-04-01,512.38,516.16,508.74,512.52
2026-04-02,513.44,523.23,502.4,512.19
2026-04-03,516.15,517.69,496.41,497.95
2026-04-06,499.16,500.01,497.7,498.55
2026-04-07,497.45,508.13,494.41,505.1
2026-04-08,503.82,518.92,500.31,515.41
2026-04-09,518.34,520.48,515.28,517.41
2026-04-10,513.28,538.65,506.74,532.11
2026-04-13,531.99,546.79,529.0,543.81
2026-04-14,543.11,550.58,542.52,549.99
2026-04-15,545.18,563.76,544.57,563.16
2026-04-16,565.23,571.39,534.83,540.99
2026-04-17,540.73,557.27,534.93,551.48
2026-04-20,550.7,564.73,549.95,563.99
2026-04-21,561.78,566.59,558.09,562.9
2026-04-22,562.48,570.74,561.8,570.07
2026-04-23,569.46,570.44,563.1,564.08
2026-04-24,566.01,569.02,559.44,562.45
2026-04-27,561.42,566.11,556.04,560.73
2026-04-28,565.79,567.65,549.55,551.41
2026-04-29,549.84,559.43,539.75,549.34
2026-04-30,549.39,551.3,532.17,534.08
2026-05-01,532.5,532.84,532.37,532.71
2026-05-04,534.24,549.87,531.29,546.92
2026-05-05,545.79,566.51,542.54,563.27
2026-05-06,566.22,568.68,560.44,562.9
2026-05-07,564.93,588.06,555.24,578.37
2026-05-08,579.12,582.58,578.49,581.95
2026-05-11,577.97,585.71,562.51,570.25
2026-05-12,570.01,573.02,561.57,564.57
2026-05-13,564.17,566.98,561.16,563.97
2026-05-14,565.12,569.27,559.55,563.71
2026-05-15,560.38,570.9,558.93,569.44
2026-05-18,570.63,577.63,556.1,563.1
2026-05-19,564.37,565.95,557.86,559.43
2026-05-20,559.03,571.0,556.68,568.65
2026-05-21,569.04,576.24,562.7,569.9
2026-05-22,568.55,579.54,562.71,573.7
2026-05-25,575.57,584.48,564.4,573.3
2026-05-26,570.39,583.15,567.1,579.86
2026-05-27,578.06,595.33,569.76,587.03
2026-05-28,592.67,595.67,577.19,580.19
2026-05-29,579.78,595.66,575.12,590.99
2026-06-01,590.63,598.81,577.18,585.36
2026-06-02,582.99,591.98,579.98,588.96
2026-06-03,588.13,589.33,585.38,586.58
2026-06-04,586.95,594.6,585.51,593.16
2026-06-05,590.2,609.35,577.08,596.22
2026-06-08,592.64,604.39,590.33,602.08
